Product,Season,Location,Price (₹)
Idli / Dosa batter,Winter,Ahmedabad,76.95
Tomato ketchup,Monsoon,Mumbai,86.46
Green chutney,Monsoon,Kolkata,90.34
Tamarind chutney,Summer,Delhi,85.24
Schezwan sauce,Summer,Chennai,65.98
Mayonnaise,Winter,Mumbai,80.53
Vinegar,Summer,Lucknow,32.2
Soya sauce,Monsoon,Jaipur,59.59
Tea leaves,Monsoon,Ahmedabad,382.68
Coffee powder,Monsoon,Hyderabad,413.73
Sugar syrup,Winter,Pune,43.63
Ice cubes,Monsoon,Jaipur,5.7
Lemon juice,Monsoon,Chennai,37.21
"Flavoring syrups (rose, khus, etc.)",Summer,Hyderabad,162.36
Milk powder,Winter,Pune,437.03
"Dry fruits (cashew, almond, raisins)",Winter,Ahmedabad,747.24
"Essence (vanilla, rose, etc.)",Winter,Mumbai,258.1
Corn starch,Winter,Chennai,71.47
Condensed milk,Winter,Bangalore,95.69
Salt,Summer,Chennai,13.03
Sugar,Winter,Chennai,43.09
Rice,Monsoon,Ahmedabad,47.9
Wheat flour (Atta),Winter,Mumbai,38.27
Maida (Refined flour),Winter,Chennai,36.88
Gram flour (Besan),Monsoon,Lucknow,93.56
Corn flour,Monsoon,Bangalore,59.99
Potato,Winter,Lucknow,24.35
Onion,Monsoon,Hyderabad,45.08
Tomato,Monsoon,Pune,26.64
Cabbage,Summer,Ahmedabad,18.69
Capsicum,Summer,Lucknow,48.74
Carrot,Monsoon,Mumbai,52.11
Green chili,Monsoon,Jaipur,52.32
Coriander leaves,Winter,Jaipur,18.49
Garlic,Monsoon,Delhi,91.45
Ginger,Monsoon,Bangalore,68.59
Lemon,Summer,Bangalore,55.09
Milk,Summer,Jaipur,68.17
Paneer,Winter,Chennai,252.06
Butter,Winter,Ahmedabad,464.77
Ghee,Winter,Lucknow,571.08
Cheese,Summer,Bangalore,374.37
Curd / Yogurt,Winter,Ahmedabad,61.26
Eggs,Winter,Pune,108.52
Chicken,Summer,Hyderabad,245.84
Refined oil,Monsoon,Kolkata,146.54
Mustard oil,Monsoon,Chennai,166.07
Vanaspati / Dalda,Monsoon,Mumbai,105.29
Coconut oil,Monsoon,Delhi,214.48
Turmeric powder,Winter,Lucknow,157.53
Red chili powder,Summer,Delhi,200.63
Cumin seeds,Monsoon,Ahmedabad,226.05
Coriander powder,Summer,Lucknow,147.09
Garam masala,Winter,Jaipur,305.27
Black salt,Summer,Hyderabad,70.04
Chaat masala,Monsoon,Pune,131.92
Pepper powder,Winter,Hyderabad,341.66
Mustard seeds,Summer,Bangalore,111.36
Bread,Monsoon,Mumbai,33.43
Pav / Buns,Winter,Kolkata,29.2
Burger buns,Summer,Delhi,42.28
Noodles,Monsoon,Delhi,42.67
Idli / Dosa batter,Winter,Mumbai,55.79
Tomato ketchup,Winter,Pune,125.66
Green chutney,Summer,Delhi,67.99
Tamarind chutney,Summer,Mumbai,70.53
Schezwan sauce,Winter,Delhi,102.95
Mayonnaise,Winter,Jaipur,96.19
Vinegar,Winter,Bangalore,46.54
Soya sauce,Winter,Delhi,64.21
Tea leaves,Summer,Chennai,235.58
Coffee powder,Summer,Ahmedabad,327.1
Sugar syrup,Winter,Bangalore,41.65
Ice cubes,Monsoon,Ahmedabad,6.02
Lemon juice,Summer,Bangalore,19.68
"Flavoring syrups (rose, khus, etc.)",Winter,Ahmedabad,137.6
Milk powder,Winter,Pune,403.29
"Dry fruits (cashew, almond, raisins)",Summer,Pune,738.46
"Essence (vanilla, rose, etc.)",Summer,Kolkata,441.95
Corn starch,Summer,Kolkata,63.08
Condensed milk,Summer,Bangalore,111.81
Salt,Winter,Hyderabad,13.38
Sugar,Winter,Delhi,37.14
Rice,Summer,Mumbai,53.35
Wheat flour (Atta),Winter,Hyderabad,36.92
Maida (Refined flour),Monsoon,Lucknow,36.6
Gram flour (Besan),Summer,Lucknow,72.57
Corn flour,Winter,Chennai,52.04
Potato,Summer,Bangalore,25.43
Onion,Monsoon,Bangalore,59.61
Tomato,Summer,Delhi,47.71
Cabbage,Summer,Kolkata,19.18
Capsicum,Summer,Ahmedabad,32.16
Carrot,Summer,Mumbai,32.75
Green chili,Summer,Kolkata,59.71
Coriander leaves,Monsoon,Hyderabad,17.32
Garlic,Winter,Ahmedabad,100.12
Ginger,Summer,Lucknow,85.72
Lemon,Winter,Mumbai,61.6
Milk,Monsoon,Kolkata,61.8
Paneer,Winter,Lucknow,272.49
Butter,Winter,Chennai,632.05
Ghee,Monsoon,Ahmedabad,548.1
Cheese,Winter,Chennai,309.22
Curd / Yogurt,Winter,Chennai,44.85
Eggs,Summer,Ahmedabad,69.06
Chicken,Summer,Jaipur,230.99
Refined oil,Summer,Chennai,129.63
Mustard oil,Summer,Chennai,176.34
Vanaspati / Dalda,Summer,Jaipur,133.81
Coconut oil,Winter,Ahmedabad,197.13
Turmeric powder,Winter,Jaipur,164.42
Red chili powder,Monsoon,Delhi,166.99
Cumin seeds,Winter,Kolkata,220.49
Coriander powder,Winter,Mumbai,171.47
Garam masala,Summer,Pune,288.66
Black salt,Winter,Pune,96.62
Chaat masala,Summer,Hyderabad,99.87
Pepper powder,Winter,Delhi,454.17
Mustard seeds,Summer,Bangalore,102.8
Bread,Summer,Lucknow,38.02
Pav / Buns,Summer,Jaipur,19.52
Burger buns,Winter,Mumbai,28.34
Noodles,Summer,Ahmedabad,39.64
Idli / Dosa batter,Summer,Lucknow,70.1
Tomato ketchup,Summer,Pune,103.11
Green chutney,Summer,Bangalore,92.12
Tamarind chutney,Monsoon,Chennai,77.95
Schezwan sauce,Summer,Pune,108.3
Mayonnaise,Winter,Delhi,87.46
Vinegar,Winter,Chennai,45.11
Soya sauce,Summer,Mumbai,71.02
Tea leaves,Monsoon,Ahmedabad,257.95
Coffee powder,Monsoon,Bangalore,415.69
Sugar syrup,Monsoon,Lucknow,38.17
Ice cubes,Monsoon,Mumbai,11.08
Lemon juice,Winter,Lucknow,22.89
"Flavoring syrups (rose, khus, etc.)",Summer,Mumbai,131.66
Milk powder,Summer,Ahmedabad,518.12
"Dry fruits (cashew, almond, raisins)",Monsoon,Chennai,551.22
"Essence (vanilla, rose, etc.)",Winter,Ahmedabad,271.18
Corn starch,Monsoon,Jaipur,74.14
Condensed milk,Winter,Chennai,118.32
Salt,Summer,Hyderabad,11.69
Sugar,Monsoon,Ahmedabad,41.11
Rice,Monsoon,Ahmedabad,56.64
Wheat flour (Atta),Winter,Bangalore,34.76
Maida (Refined flour),Winter,Kolkata,36.83
Gram flour (Besan),Winter,Delhi,83.96
Corn flour,Monsoon,Bangalore,50.75
Potato,Winter,Ahmedabad,23.54
Onion,Monsoon,Chennai,58.01
Tomato,Winter,Jaipur,82.7
Cabbage,Monsoon,Bangalore,24.33
Capsicum,Summer,Lucknow,35.63
Carrot,Winter,Delhi,42.49
Green chili,Monsoon,Chennai,68.65
Coriander leaves,Monsoon,Pune,15.57
Garlic,Winter,Lucknow,91.2
Ginger,Summer,Ahmedabad,67.54
Lemon,Winter,Chennai,38.27
Milk,Monsoon,Ahmedabad,57.97
Paneer,Winter,Hyderabad,245.38
Butter,Summer,Hyderabad,562.65
Ghee,Monsoon,Chennai,681.94
Cheese,Summer,Hyderabad,483.0
Curd / Yogurt,Winter,Pune,41.82
Eggs,Summer,Delhi,80.68
Chicken,Summer,Lucknow,196.54
Refined oil,Winter,Lucknow,143.0
Mustard oil,Summer,Kolkata,174.42
Vanaspati / Dalda,Winter,Chennai,134.71
Coconut oil,Summer,Kolkata,282.27
Turmeric powder,Monsoon,Kolkata,157.27
Red chili powder,Winter,Jaipur,147.44
Cumin seeds,Monsoon,Lucknow,172.14
Coriander powder,Monsoon,Mumbai,119.06
Garam masala,Summer,Delhi,245.29
Black salt,Monsoon,Pune,105.14
Chaat masala,Summer,Ahmedabad,122.56
Pepper powder,Winter,Ahmedabad,403.3
Mustard seeds,Winter,Ahmedabad,96.36
Bread,Winter,Chennai,38.8
Pav / Buns,Summer,Delhi,33.04
Burger buns,Winter,Lucknow,37.88
Noodles,Summer,Delhi,33.42
Idli / Dosa batter,Monsoon,Bangalore,81.43
Tomato ketchup,Winter,Jaipur,91.83
Green chutney,Summer,Jaipur,64.41
Tamarind chutney,Winter,Lucknow,57.11
Schezwan sauce,Monsoon,Bangalore,78.04
Mayonnaise,Winter,Kolkata,88.89
Vinegar,Monsoon,Ahmedabad,50.01
Soya sauce,Monsoon,Kolkata,47.62
Tea leaves,Summer,Delhi,291.57
Coffee powder,Winter,Jaipur,351.66
Sugar syrup,Monsoon,Delhi,41.14
Ice cubes,Monsoon,Jaipur,6.92
Lemon juice,Summer,Ahmedabad,25.02
"Flavoring syrups (rose, khus, etc.)",Summer,Mumbai,105.58
Milk powder,Summer,Jaipur,367.06
"Dry fruits (cashew, almond, raisins)",Monsoon,Hyderabad,431.13
"Essence (vanilla, rose, etc.)",Summer,Mumbai,321.98
Corn starch,Summer,Mumbai,92.33
Condensed milk,Monsoon,Lucknow,123.61
Salt,Monsoon,Lucknow,9.94
Sugar,Summer,Ahmedabad,42.46
Rice,Winter,Ahmedabad,60.1
Wheat flour (Atta),Winter,Jaipur,38.54
Maida (Refined flour),Winter,Kolkata,32.72
Gram flour (Besan),Monsoon,Lucknow,89.38
Corn flour,Summer,Bangalore,39.87
Potato,Summer,Mumbai,33.28
Onion,Winter,Lucknow,68.24
Tomato,Monsoon,Delhi,73.31
Cabbage,Summer,Kolkata,19.48
Capsicum,Winter,Delhi,39.91
Carrot,Monsoon,Bangalore,46.11
Green chili,Winter,Ahmedabad,44.83
Coriander leaves,Monsoon,Hyderabad,15.36
Garlic,Summer,Lucknow,113.93
Ginger,Summer,Bangalore,104.36
Lemon,Winter,Kolkata,59.15
Milk,Summer,Kolkata,64.2
Paneer,Monsoon,Kolkata,205.78
Butter,Summer,Mumbai,460.53
Ghee,Summer,Chennai,625.32
Cheese,Summer,Chennai,327.2
Curd / Yogurt,Monsoon,Hyderabad,55.1
Eggs,Winter,Lucknow,75.7
Chicken,Monsoon,Jaipur,253.03
Refined oil,Monsoon,Ahmedabad,143.84
Mustard oil,Monsoon,Lucknow,165.14
Vanaspati / Dalda,Summer,Pune,140.47
Coconut oil,Monsoon,Mumbai,208.7
Turmeric powder,Winter,Bangalore,187.05
Red chili powder,Monsoon,Hyderabad,129.36
Cumin seeds,Monsoon,Chennai,248.89
Coriander powder,Monsoon,Delhi,166.08
Garam masala,Summer,Ahmedabad,225.41
Black salt,Summer,Mumbai,68.62
Chaat masala,Summer,Lucknow,112.36
Pepper powder,Winter,Delhi,312.07
Mustard seeds,Winter,Ahmedabad,85.28
Bread,Summer,Hyderabad,35.58
Pav / Buns,Monsoon,Pune,42.52
Burger buns,Monsoon,Chennai,50.59
Noodles,Summer,Chennai,43.76
Idli / Dosa batter,Summer,Chennai,66.66
Tomato ketchup,Winter,Pune,92.41
Green chutney,Summer,Delhi,68.29
Tamarind chutney,Monsoon,Pune,80.06
Schezwan sauce,Summer,Bangalore,90.01
Mayonnaise,Monsoon,Chennai,109.67
Vinegar,Monsoon,Mumbai,47.62
Soya sauce,Winter,Ahmedabad,43.59
Tea leaves,Winter,Kolkata,424.7
Coffee powder,Monsoon,Mumbai,331.61
Sugar syrup,Monsoon,Lucknow,41.37
Ice cubes,Monsoon,Pune,5.97
Lemon juice,Winter,Mumbai,30.48
"Flavoring syrups (rose, khus, etc.)",Summer,Lucknow,177.11
Milk powder,Winter,Lucknow,368.58
"Dry fruits (cashew, almond, raisins)",Monsoon,Pune,541.37
"Essence (vanilla, rose, etc.)",Monsoon,Pune,217.99
Corn starch,Monsoon,Jaipur,91.36
Condensed milk,Winter,Lucknow,75.81
Salt,Summer,Ahmedabad,15.27
Sugar,Summer,Lucknow,38.26
Rice,Monsoon,Kolkata,49.53
Wheat flour (Atta),Winter,Bangalore,37.26
Maida (Refined flour),Monsoon,Hyderabad,38.72
Gram flour (Besan),Monsoon,Mumbai,76.09
Corn flour,Monsoon,Hyderabad,57.7
Potato,Summer,Kolkata,28.1
Onion,Summer,Delhi,37.07
Tomato,Winter,Lucknow,53.83
Cabbage,Monsoon,Kolkata,20.44
Capsicum,Summer,Jaipur,50.72
Carrot,Monsoon,Hyderabad,48.25
Green chili,Summer,Delhi,56.78
Coriander leaves,Monsoon,Mumbai,11.33
Garlic,Monsoon,Lucknow,105.32
Ginger,Summer,Mumbai,107.51
Lemon,Monsoon,Lucknow,47.42
Milk,Monsoon,Lucknow,66.59
Paneer,Summer,Mumbai,235.98
Butter,Monsoon,Lucknow,487.85
Ghee,Monsoon,Hyderabad,462.36
Cheese,Summer,Pune,340.17
Curd / Yogurt,Summer,Mumbai,58.14
Eggs,Monsoon,Chennai,86.04
Chicken,Summer,Jaipur,271.27
Refined oil,Summer,Pune,136.79
Mustard oil,Summer,Bangalore,154.94
Vanaspati / Dalda,Summer,Mumbai,138.73
Coconut oil,Summer,Chennai,176.22
Turmeric powder,Monsoon,Hyderabad,157.28
Red chili powder,Summer,Bangalore,186.59
Cumin seeds,Summer,Jaipur,230.35
Coriander powder,Monsoon,Kolkata,120.89
Garam masala,Winter,Mumbai,264.34
Black salt,Monsoon,Ahmedabad,92.74
Chaat masala,Summer,Mumbai,133.1
Pepper powder,Summer,Bangalore,312.62
Mustard seeds,Monsoon,Hyderabad,116.48
Bread,Monsoon,Kolkata,30.62
Pav / Buns,Winter,Lucknow,27.69
Burger buns,Monsoon,Kolkata,42.59
Noodles,Summer,Hyderabad,34.09
Idli / Dosa batter,Summer,Pune,70.63
Tomato ketchup,Monsoon,Jaipur,106.19
Green chutney,Winter,Bangalore,86.63
Tamarind chutney,Monsoon,Delhi,80.22
Schezwan sauce,Summer,Ahmedabad,84.57
Mayonnaise,Winter,Bangalore,126.68
Vinegar,Monsoon,Hyderabad,53.57
Soya sauce,Winter,Pune,77.27
Tea leaves,Winter,Hyderabad,390.94
Coffee powder,Winter,Mumbai,380.17
Sugar syrup,Monsoon,Pune,52.43
Ice cubes,Winter,Kolkata,9.81
Lemon juice,Summer,Jaipur,32.57
"Flavoring syrups (rose, khus, etc.)",Summer,Hyderabad,202.01
Milk powder,Summer,Lucknow,372.22
"Dry fruits (cashew, almond, raisins)",Monsoon,Kolkata,470.68
"Essence (vanilla, rose, etc.)",Winter,Delhi,310.95
Corn starch,Summer,Bangalore,91.02
Condensed milk,Monsoon,Delhi,99.64
Salt,Monsoon,Kolkata,9.78
Sugar,Winter,Delhi,35.92
Rice,Monsoon,Lucknow,45.84
Wheat flour (Atta),Winter,Bangalore,45.42
Maida (Refined flour),Winter,Delhi,42.0
Gram flour (Besan),Summer,Delhi,83.54
Corn flour,Winter,Lucknow,46.46
Potato,Monsoon,Bangalore,26.48
Onion,Monsoon,Delhi,52.9
Tomato,Winter,Chennai,37.71
Cabbage,Summer,Jaipur,30.39
Capsicum,Monsoon,Mumbai,53.68
Carrot,Summer,Bangalore,53.86
Green chili,Summer,Jaipur,51.82
Coriander leaves,Monsoon,Pune,16.73
Garlic,Winter,Mumbai,69.73
Ginger,Summer,Chennai,62.67
Lemon,Winter,Ahmedabad,43.85
Milk,Summer,Ahmedabad,50.24
Paneer,Monsoon,Mumbai,271.27
Butter,Monsoon,Hyderabad,452.61
Ghee,Winter,Lucknow,647.45
Cheese,Monsoon,Pune,556.67
Curd / Yogurt,Summer,Kolkata,54.18
Eggs,Summer,Ahmedabad,96.79
Chicken,Winter,Ahmedabad,237.28
Refined oil,Summer,Lucknow,136.52
Mustard oil,Monsoon,Lucknow,134.83
Vanaspati / Dalda,Monsoon,Kolkata,125.43
Coconut oil,Summer,Hyderabad,210.97
Turmeric powder,Monsoon,Ahmedabad,135.51
Red chili powder,Summer,Jaipur,132.04
Cumin seeds,Monsoon,Ahmedabad,161.49
Coriander powder,Summer,Mumbai,121.11
Garam masala,Winter,Pune,274.52
Black salt,Summer,Jaipur,90.36
Chaat masala,Monsoon,Hyderabad,151.37
Pepper powder,Winter,Lucknow,336.49
Mustard seeds,Winter,Kolkata,86.13
Bread,Monsoon,Pune,35.37
Pav / Buns,Monsoon,Mumbai,23.5
Burger buns,Summer,Hyderabad,28.92
Noodles,Summer,Delhi,44.06
Idli / Dosa batter,Monsoon,Ahmedabad,74.98
Tomato ketchup,Summer,Pune,99.91
Green chutney,Summer,Hyderabad,66.91
Tamarind chutney,Monsoon,Hyderabad,83.15
Schezwan sauce,Monsoon,Ahmedabad,71.58
Mayonnaise,Monsoon,Ahmedabad,116.47
Vinegar,Monsoon,Kolkata,32.44
Soya sauce,Summer,Hyderabad,59.93
Tea leaves,Winter,Lucknow,259.32
Coffee powder,Summer,Mumbai,352.76
Sugar syrup,Winter,Delhi,47.78
Ice cubes,Summer,Pune,9.25
Lemon juice,Monsoon,Ahmedabad,35.4
"Flavoring syrups (rose, khus, etc.)",Monsoon,Jaipur,97.35
Milk powder,Monsoon,Hyderabad,488.7
"Dry fruits (cashew, almond, raisins)",Monsoon,Ahmedabad,812.46
"Essence (vanilla, rose, etc.)",Winter,Delhi,294.4
Corn starch,Summer,Delhi,69.9
Condensed milk,Winter,Bangalore,82.71
Salt,Winter,Mumbai,12.08
Sugar,Monsoon,Pune,44.64
Rice,Monsoon,Lucknow,42.55
Wheat flour (Atta),Winter,Bangalore,45.54
Maida (Refined flour),Winter,Mumbai,40.69
Gram flour (Besan),Summer,Bangalore,80.91
Corn flour,Monsoon,Delhi,49.42
Potato,Summer,Kolkata,31.2
Onion,Winter,Bangalore,64.16
Tomato,Winter,Ahmedabad,26.42
Cabbage,Winter,Chennai,28.16
Capsicum,Winter,Kolkata,47.06
Carrot,Summer,Pune,50.13
Green chili,Winter,Mumbai,54.26
Coriander leaves,Winter,Mumbai,17.72
Garlic,Winter,Hyderabad,95.58
Ginger,Monsoon,Kolkata,64.11
Lemon,Summer,Kolkata,32.37
Milk,Summer,Delhi,71.64
Paneer,Summer,Jaipur,277.57
Butter,Monsoon,Ahmedabad,390.1
Ghee,Monsoon,Chennai,683.4
Cheese,Monsoon,Jaipur,370.64
Curd / Yogurt,Monsoon,Kolkata,46.95
Eggs,Winter,Chennai,98.99
Chicken,Monsoon,Bangalore,215.18
Refined oil,Winter,Lucknow,151.84
Mustard oil,Monsoon,Ahmedabad,156.33
Vanaspati / Dalda,Monsoon,Ahmedabad,126.87
Coconut oil,Summer,Hyderabad,228.81
Turmeric powder,Summer,Kolkata,151.72
Red chili powder,Winter,Ahmedabad,197.31
Cumin seeds,Winter,Lucknow,181.42
Coriander powder,Summer,Mumbai,142.25
Garam masala,Summer,Chennai,216.36
Black salt,Monsoon,Hyderabad,109.38
Chaat masala,Summer,Chennai,142.9
Pepper powder,Summer,Lucknow,388.98
Mustard seeds,Summer,Mumbai,93.66
Bread,Monsoon,Kolkata,38.29
Pav / Buns,Summer,Pune,34.07
Burger buns,Winter,Jaipur,34.58
Noodles,Monsoon,Delhi,35.07
Idli / Dosa batter,Summer,Delhi,74.73
Tomato ketchup,Monsoon,Mumbai,115.56
Green chutney,Summer,Jaipur,67.56
Tamarind chutney,Monsoon,Chennai,66.47
Schezwan sauce,Monsoon,Pune,93.91
Mayonnaise,Winter,Mumbai,104.56
Vinegar,Monsoon,Chennai,62.12
Soya sauce,Winter,Pune,65.48
Tea leaves,Winter,Bangalore,333.51
Coffee powder,Monsoon,Pune,448.78
Sugar syrup,Summer,Mumbai,61.0
Ice cubes,Winter,Pune,8.83
Lemon juice,Winter,Hyderabad,31.56
"Flavoring syrups (rose, khus, etc.)",Summer,Hyderabad,106.66
Milk powder,Winter,Chennai,352.56
"Dry fruits (cashew, almond, raisins)",Winter,Delhi,740.71
"Essence (vanilla, rose, etc.)",Summer,Mumbai,361.78
Corn starch,Summer,Delhi,71.31
Condensed milk,Winter,Hyderabad,98.52
Salt,Summer,Delhi,15.81
Sugar,Monsoon,Ahmedabad,40.35
Rice,Monsoon,Hyderabad,64.79
Wheat flour (Atta),Winter,Ahmedabad,30.5
Maida (Refined flour),Monsoon,Bangalore,33.18
Gram flour (Besan),Summer,Delhi,97.91
Corn flour,Summer,Jaipur,45.52
Potato,Summer,Delhi,20.62
Onion,Summer,Kolkata,48.65
Tomato,Monsoon,Chennai,71.55
Cabbage,Winter,Lucknow,24.7
Capsicum,Summer,Kolkata,34.18
Carrot,Monsoon,Jaipur,35.59
Green chili,Winter,Mumbai,43.35
Coriander leaves,Winter,Delhi,17.39
Garlic,Summer,Chennai,80.91
Ginger,Monsoon,Lucknow,67.81
Lemon,Winter,Jaipur,63.33
Milk,Summer,Ahmedabad,66.23
Paneer,Winter,Bangalore,228.74
Butter,Summer,Kolkata,365.78
Ghee,Winter,Mumbai,522.87
Cheese,Summer,Jaipur,412.02
Curd / Yogurt,Monsoon,Lucknow,47.02
Eggs,Summer,Hyderabad,81.08
Chicken,Summer,Bangalore,274.25
Refined oil,Monsoon,Chennai,154.62
Mustard oil,Winter,Mumbai,173.99
Vanaspati / Dalda,Monsoon,Ahmedabad,115.45
Coconut oil,Monsoon,Lucknow,238.44
Turmeric powder,Winter,Jaipur,219.1
Red chili powder,Winter,Bangalore,213.71
Cumin seeds,Monsoon,Jaipur,176.13
Coriander powder,Winter,Bangalore,129.0
Garam masala,Summer,Hyderabad,268.03
Black salt,Summer,Hyderabad,79.07
Chaat masala,Winter,Bangalore,136.44
Pepper powder,Monsoon,Ahmedabad,468.69
Mustard seeds,Summer,Pune,107.43
Bread,Summer,Bangalore,49.29
Pav / Buns,Monsoon,Jaipur,23.04
Burger buns,Monsoon,Mumbai,38.08
Noodles,Summer,Ahmedabad,27.02
Idli / Dosa batter,Monsoon,Mumbai,69.77
Tomato ketchup,Summer,Mumbai,81.7
Green chutney,Winter,Jaipur,76.3
Tamarind chutney,Winter,Kolkata,69.39
Schezwan sauce,Monsoon,Pune,122.17
Mayonnaise,Summer,Mumbai,111.12
Vinegar,Winter,Kolkata,56.46
Soya sauce,Winter,Delhi,62.38
Tea leaves,Summer,Lucknow,295.47
Coffee powder,Summer,Jaipur,367.66
Sugar syrup,Monsoon,Hyderabad,32.83
Ice cubes,Summer,Jaipur,6.18
Lemon juice,Monsoon,Lucknow,33.52
"Flavoring syrups (rose, khus, etc.)",Summer,Kolkata,221.4
Milk powder,Monsoon,Lucknow,311.16
"Dry fruits (cashew, almond, raisins)",Winter,Pune,593.05
"Essence (vanilla, rose, etc.)",Monsoon,Ahmedabad,378.38
Corn starch,Summer,Kolkata,61.83
Condensed milk,Winter,Delhi,99.38
Salt,Monsoon,Lucknow,14.59
Sugar,Winter,Jaipur,42.91
Rice,Winter,Kolkata,44.53
Wheat flour (Atta),Winter,Bangalore,49.29
Maida (Refined flour),Summer,Pune,27.73
Gram flour (Besan),Summer,Chennai,100.54
Corn flour,Summer,Ahmedabad,38.77
Potato,Monsoon,Delhi,25.7
Onion,Winter,Delhi,45.22
Tomato,Winter,Delhi,22.81
Cabbage,Summer,Jaipur,30.71
Capsicum,Monsoon,Ahmedabad,43.6
Carrot,Summer,Mumbai,39.42
Green chili,Monsoon,Bangalore,48.25
Coriander leaves,Winter,Chennai,14.54
Garlic,Monsoon,Lucknow,93.07
Ginger,Summer,Lucknow,68.08
Lemon,Monsoon,Lucknow,48.28
Milk,Summer,Pune,66.54
Paneer,Summer,Chennai,221.57
Butter,Winter,Mumbai,572.4
Ghee,Summer,Kolkata,581.03
Cheese,Summer,Kolkata,399.87
Curd / Yogurt,Monsoon,Pune,47.44
Eggs,Monsoon,Mumbai,95.29
Chicken,Monsoon,Kolkata,196.07
Refined oil,Summer,Ahmedabad,122.06
Mustard oil,Winter,Hyderabad,168.73
Vanaspati / Dalda,Winter,Pune,100.33
Coconut oil,Summer,Chennai,200.96
Turmeric powder,Summer,Pune,195.17
Red chili powder,Summer,Kolkata,125.88
Cumin seeds,Summer,Bangalore,196.16
Coriander powder,Summer,Lucknow,124.38
Garam masala,Monsoon,Hyderabad,238.73
Black salt,Monsoon,Pune,66.29
Chaat masala,Winter,Hyderabad,117.02
Pepper powder,Monsoon,Kolkata,377.84
Mustard seeds,Summer,Lucknow,79.38
Bread,Summer,Ahmedabad,34.74
Pav / Buns,Winter,Lucknow,27.17
Burger buns,Winter,Chennai,30.88
Noodles,Summer,Pune,46.21
Idli / Dosa batter,Monsoon,Jaipur,57.68
Tomato ketchup,Monsoon,Lucknow,91.02
Green chutney,Summer,Chennai,67.52
Tamarind chutney,Summer,Ahmedabad,74.45
Schezwan sauce,Winter,Bangalore,66.01
Mayonnaise,Monsoon,Chennai,84.3
Vinegar,Winter,Lucknow,28.8
Soya sauce,Summer,Mumbai,57.48
Tea leaves,Winter,Hyderabad,399.83
Coffee powder,Winter,Mumbai,451.23
Sugar syrup,Monsoon,Lucknow,33.82
Ice cubes,Monsoon,Hyderabad,9.78
Lemon juice,Monsoon,Jaipur,37.27
"Flavoring syrups (rose, khus, etc.)",Monsoon,Pune,206.81
Milk powder,Monsoon,Ahmedabad,348.71
"Dry fruits (cashew, almond, raisins)",Monsoon,Chennai,718.24
"Essence (vanilla, rose, etc.)",Winter,Ahmedabad,228.15
Corn starch,Winter,Bangalore,74.2
Condensed milk,Winter,Ahmedabad,115.08
Salt,Winter,Bangalore,9.15
Sugar,Monsoon,Mumbai,39.89
Rice,Monsoon,Kolkata,52.02
Wheat flour (Atta),Winter,Delhi,36.89
Maida (Refined flour),Winter,Jaipur,32.21
Gram flour (Besan),Summer,Kolkata,95.74
Corn flour,Winter,Bangalore,46.32
Potato,Monsoon,Mumbai,20.93
Onion,Monsoon,Chennai,39.61
Tomato,Winter,Kolkata,57.7
Cabbage,Monsoon,Chennai,25.08
Capsicum,Monsoon,Bangalore,48.45
Carrot,Monsoon,Hyderabad,37.69
Green chili,Monsoon,Bangalore,64.87
Coriander leaves,Monsoon,Ahmedabad,13.35
Garlic,Monsoon,Lucknow,94.1
Ginger,Monsoon,Jaipur,99.12
Lemon,Summer,Pune,43.68
Milk,Summer,Bangalore,69.63
Paneer,Monsoon,Bangalore,238.2
Butter,Winter,Lucknow,399.48
Ghee,Monsoon,Mumbai,689.53
Cheese,Monsoon,Jaipur,369.45
Curd / Yogurt,Winter,Mumbai,52.55
Eggs,Winter,Bangalore,109.95
Chicken,Summer,Chennai,270.66
Refined oil,Winter,Bangalore,123.86
Mustard oil,Monsoon,Pune,190.84
Vanaspati / Dalda,Monsoon,Kolkata,137.99
Coconut oil,Monsoon,Mumbai,254.47
Turmeric powder,Summer,Kolkata,171.49
Red chili powder,Summer,Chennai,146.24
Cumin seeds,Summer,Kolkata,147.34
Coriander powder,Summer,Bangalore,103.2
Garam masala,Monsoon,Bangalore,240.4
Black salt,Winter,Jaipur,76.94
Chaat masala,Winter,Bangalore,125.79
Pepper powder,Winter,Chennai,339.56
Mustard seeds,Winter,Ahmedabad,102.42
Bread,Winter,Jaipur,38.76
Pav / Buns,Monsoon,Delhi,37.03
Burger buns,Monsoon,Ahmedabad,30.97
Noodles,Monsoon,Kolkata,40.94
Idli / Dosa batter,Winter,Ahmedabad,67.22
Tomato ketchup,Monsoon,Lucknow,104.09
Green chutney,Winter,Kolkata,97.59
Tamarind chutney,Winter,Chennai,69.53
Schezwan sauce,Winter,Pune,79.95
Mayonnaise,Monsoon,Lucknow,101.76
Vinegar,Monsoon,Delhi,49.88
Soya sauce,Summer,Chennai,64.01
Tea leaves,Summer,Hyderabad,229.46
Coffee powder,Winter,Hyderabad,458.69
Sugar syrup,Winter,Mumbai,42.16
Ice cubes,Summer,Delhi,7.48
Lemon juice,Monsoon,Pune,29.97
"Flavoring syrups (rose, khus, etc.)",Monsoon,Pune,201.7
Milk powder,Summer,Jaipur,427.74
"Dry fruits (cashew, almond, raisins)",Summer,Pune,600.84
"Essence (vanilla, rose, etc.)",Summer,Hyderabad,390.55
